#osci	iMeasureCycle=1	iMux=0	time=0	N=699	LocalTime=03/11/2021 19:13:26
#VGate(V)	IGate(A)	time(s)	VDrain(V)	IDrain(A)	time(s)
10	2.66739E-07	25.831586	-1E-07	-1.65E-12	25.831586
10	2.65637E-07	25.882084	0	-1.09E-12	25.882084
10	2.64296E-07	25.931776	-1E-07	-1.19E-12	25.931776
10	2.64488E-07	25.981983	1E-07	-1.37E-12	25.981983
10	2.63933E-07	26.032262	-1E-07	-1.61E-12	26.032262
10	2.62225E-07	26.081789	-1E-07	-1.21E-12	26.081789
10	2.6347E-07	26.131589	0	-1.37E-12	26.131589
10	2.63071E-07	26.205978	0	-1.66E-12	26.205978
10	2.62841E-07	26.234749	0	-1.24E-12	26.234749
10	2.61026E-07	26.281869	0	-1.46E-12	26.281869
10	2.60427E-07	26.332266	0	-1.38E-12	26.332266
10	2.6191E-07	26.382539	0	-1.65E-12	26.382539
10	2.63022E-07	26.433003	0	-1.42E-12	26.433003
10	2.6353E-07	26.482931	2E-07	-1.5E-12	26.482931
10	2.64363E-07	26.53246	0	-1.62E-12	26.53246
10	2.65854E-07	26.582925	-2E-07	-1.43E-12	26.582925
10	2.66742E-07	26.633271	-2E-07	-1.52E-12	26.633271
10	2.6378E-07	26.71167	1E-07	-1.48E-12	26.71167
10	2.64622E-07	26.74047	-1E-07	-1.36E-12	26.74047
10	2.6427E-07	26.783128	1E-07	-1.35E-12	26.783128
10	2.61747E-07	26.832746	2E-07	-1.5E-12	26.832746
10	2.62901E-07	26.88254	0	-1.45E-12	26.88254
10	2.64887E-07	26.933165	1E-07	-1.45E-12	26.933165
10	2.6295E-07	26.982904	0	-1.75E-12	26.982904
10	2.6304E-07	27.03248	-1E-07	-1.58E-12	27.03248
10	2.6247E-07	27.082549	1E-07	-1.7E-12	27.082549
10	2.62765E-07	27.132403	1E-07	-1.39E-12	27.132403
10	2.63474E-07	27.213011	1E-07	-1.09E-12	27.213011
10	2.63076E-07	27.241858	0	-1.06E-12	27.241858
10	2.65407E-07	27.282894	-1E-07	-1.42E-12	27.282894
10	2.65494E-07	27.333138	1E-07	-1.48E-12	27.333138
10	2.64153E-07	27.382514	0	-1.1E-12	27.382514
10	2.63575E-07	27.433125	0	-1.39E-12	27.433125
10	2.6556E-07	27.482532	2E-07	-1.67E-12	27.482532
10	2.66399E-07	27.533231	-1E-07	-1.62E-12	27.533231
10	2.68768E-07	27.58393	-2E-07	-1.64E-12	27.58393
10	2.64218E-07	27.633503	0	-1.45E-12	27.633503
10	2.64612E-07	27.714188	0	-1.61E-12	27.714188
10	2.64482E-07	27.742813	-1E-07	-1.47E-12	27.742813
10	2.65375E-07	27.784114	3E-07	-1.6E-12	27.784114
10	2.66465E-07	27.833835	0	-1.48E-12	27.833835
10	2.65088E-07	27.883417	2E-07	-1.43E-12	27.883417
10	2.64247E-07	27.934126	-1E-07	-1.45E-12	27.934126
10	2.63478E-07	27.984138	0	-1.37E-12	27.984138
10	2.62743E-07	28.033724	1E-07	-1.57E-12	28.033724
10	2.59668E-07	28.083972	2E-07	-1.43E-12	28.083972
10	2.58792E-07	28.133676	-1E-07	-1.12E-12	28.133676
10	2.6178E-07	28.21554	-1E-07	-1.57E-12	28.21554
10	2.61773E-07	28.244222	0	-1.6E-12	28.244222
10	2.60954E-07	28.28425	0	-1.35E-12	28.28425
10	2.60786E-07	28.333766	1E-07	-1.59E-12	28.333766
10	2.60514E-07	28.383901	1E-07	-1.47E-12	28.383901
10	2.61145E-07	28.433594	-1E-07	-1.52E-12	28.433594
10	2.60803E-07	28.48353	0	-1.55E-12	28.48353
10	2.61585E-07	28.5341	1E-07	-1.58E-12	28.5341
10	2.62808E-07	28.584176	0	-1.56E-12	28.584176
10	2.61678E-07	28.633763	0	-1.36E-12	28.633763
10	2.61438E-07	28.716704	0	-1.56E-12	28.716704
10	2.61263E-07	28.745249	1E-07	-1.52E-12	28.745249
10	2.61762E-07	28.783495	0	-1.58E-12	28.783495
10	2.59837E-07	28.834245	1E-07	-1.58E-12	28.834245
10	2.60377E-07	28.884101	-3E-07	-1.44E-12	28.884101
10	2.63808E-07	28.933716	1E-07	-1.53E-12	28.933716
10	2.67564E-07	28.983649	-1E-07	-1.37E-12	28.983649
10	2.63192E-07	29.034264	2E-07	-1.6E-12	29.034264
10	2.64313E-07	29.084873	3E-07	-1.36E-12	29.084873
10	2.63423E-07	29.13451	1E-07	-1.53E-12	29.13451
10	2.6171E-07	29.218301	-2E-07	-1.39E-12	29.218301
10	2.62671E-07	29.247025	0	-1.37E-12	29.247025
10	2.64109E-07	29.284649	2E-07	-1.63E-12	29.284649
10	2.63083E-07	29.335253	0	-1.84E-12	29.335253
10	2.62703E-07	29.385903	0	-1.71E-12	29.385903
10	2.62866E-07	29.435367	0	-1.51E-12	29.435367
10	2.65296E-07	29.485402	2E-07	-1.43E-12	29.485402
10	2.65332E-07	29.536013	1E-07	-1.45E-12	29.536013
10	2.64476E-07	29.586261	-1E-07	-1.78E-12	29.586261
10	2.67147E-07	29.636868	-1E-07	-1.76E-12	29.636868
10	2.68645E-07	29.719427	0	-1.31E-12	29.719427
10	2.71175E-07	29.748271	1E-07	-1.72E-12	29.748271
10	2.70017E-07	29.786391	1E-07	-1.67E-12	29.786391
10	2.70636E-07	29.837234	1E-07	-1.64E-12	29.837234
10	2.681E-07	29.888466	-1E-07	-1.34E-12	29.888466
10.00001	2.11705E-07	29.939957	-1E-07	-1.58E-12	29.939957
10.00003	2.48707E-08	30.007795	1E-07	-1.43E-12	30.007795
10	1.74256E-08	30.040608	-1E-07	-1.43E-12	30.040608
9.99999	1.42637E-08	30.090518	0	-1.5E-12	30.090518
9.99999	1.34581E-08	30.141005	0	-1.41E-12	30.141005
9.99999	1.32385E-08	30.227821	0	-1.47E-12	30.227821
9.99999	1.31052E-08	30.256433	-1E-07	-1.44E-12	30.256433
9.99999	1.30599E-08	30.290695	0	-1.67E-12	30.290695
9.99999	1.3009E-08	30.340495	0	-1.43E-12	30.340495
9.99999	1.30141E-08	30.390484	0	-1.27E-12	30.390484
9.99999	1.29379E-08	30.441109	1E-07	-1.66E-12	30.441109
9.99999	1.28906E-08	30.490491	1E-07	-1.43E-12	30.490491
9.99999	1.28901E-08	30.54102	1E-07	-1.38E-12	30.54102
9.99999	1.28617E-08	30.590469	1E-07	-1.45E-12	30.590469
9.99999	1.28538E-08	30.640957	2E-07	-1.53E-12	30.640957
9.99999	1.28306E-08	30.722327	1E-07	-1.38E-12	30.722327
9.99999	1.28683E-08	30.751007	2E-07	-1.23E-12	30.751007
9.99999	1.28788E-08	30.791175	2E-07	-1.64E-12	30.791175
9.99999	1.28126E-08	30.841284	1E-07	-1.64E-12	30.841284
9.99999	1.28828E-08	30.890454	-2E-07	-1.73E-12	30.890454
9.99999	1.28335E-08	30.941071	1E-07	-1.71E-12	30.941071
9.99999	1.28461E-08	30.990695	-1E-07	-1.29E-12	30.990695
9.99999	1.28898E-08	31.040492	-1E-07	-1.49E-12	31.040492
9.99999	1.28536E-08	31.090951	-1E-07	-1.3E-12	31.090951
9.99999	1.27275E-08	31.140489	0	-1.43E-12	31.140489
9.99999	1.28478E-08	31.223507	0	-1.51E-12	31.223507
9.99999	1.28255E-08	31.251927	-1E-07	-1.52E-12	31.251927
9.99999	1.28199E-08	31.291048	2E-07	-1.46E-12	31.291048
9.99999	1.27557E-08	31.341055	1E-07	-1.65E-12	31.341055
9.99999	1.27659E-08	31.390498	1E-07	-1.83E-12	31.390498
9.99999	1.27483E-08	31.441028	0	-1.71E-12	31.441028
9.99999	1.27586E-08	31.491034	1E-07	-1.49E-12	31.491034
9.99999	1.28301E-08	31.54079	1E-07	-1.76E-12	31.54079
9.99999	1.28571E-08	31.590966	0	-1.44E-12	31.590966
9.99999	1.27218E-08	31.640593	1E-07	-1.37E-12	31.640593
9.99999	1.27298E-08	31.714741	2E-07	-1.22E-12	31.714741
9.99999	1.27605E-08	31.74357	0	-1.4E-12	31.74357
9.99999	1.27057E-08	31.790815	1E-07	-1.66E-12	31.790815
9.99999	1.26677E-08	31.840868	2E-07	-1.8E-12	31.840868
9.99999	1.26683E-08	31.890934	-1E-07	-1.25E-12	31.890934
9.99999	1.26203E-08	31.9409	-2E-07	-1.34E-12	31.9409
9.99999	1.27284E-08	31.991077	-2E-07	-1.28E-12	31.991077
9.99999	1.27039E-08	32.041761	2E-07	-1.62E-12	32.041761
9.99999	1.26872E-08	32.091821	2E-07	-1.37E-12	32.091821
9.99999	1.27431E-08	32.141335	1E-07	-1.48E-12	32.141335
9.99999	1.26286E-08	32.209715	-1E-07	-1.83E-12	32.209715
9.99999	1.27776E-08	32.241901	1E-07	-1.24E-12	32.241901
9.99999	1.26587E-08	32.292136	-1E-07	-1.57E-12	32.292136
9.99999	1.26518E-08	32.341838	0	-1.64E-12	32.341838
9.99999	1.26837E-08	32.391901	0	-1.33E-12	32.391901
9.99999	1.2608E-08	32.441776	0	-1.47E-12	32.441776
9.99999	1.26077E-08	32.491853	1E-07	-1.5E-12	32.491853
9.99999	1.25557E-08	32.541459	2E-07	-1.27E-12	32.541459
9.99999	1.252E-08	32.591679	1E-07	-1.64E-12	32.591679
9.99999	1.24725E-08	32.641338	0	-1.51E-12	32.641338
9.99999	1.24254E-08	32.691383	1E-07	-1.25E-12	32.691383
9.99999	1.24734E-08	32.741987	1E-07	-1.4E-12	32.741987
9.99999	1.24376E-08	32.792209	2E-07	-1.34E-12	32.792209
9.99999	1.24316E-08	32.842737	0	-1.61E-12	32.842737
9.99999	1.24833E-08	32.892663	0	-1.75E-12	32.892663
9.99999	1.23842E-08	32.942265	-1E-07	-1.49E-12	32.942265
9.99999	1.24822E-08	32.992344	0	-1.68E-12	32.992344
9.99999	1.24474E-08	33.042938	0	-1.43E-12	33.042938
9.99999	1.2346E-08	33.09342	-1E-07	-1.61E-12	33.09342
9.99999	1.23693E-08	33.144604	-1E-07	-1.6E-12	33.144604
9.99999	1.23423E-08	33.212627	2E-07	-1.54E-12	33.212627
9.99999	1.23455E-08	33.245101	-2E-07	-1.57E-12	33.245101
9.99999	1.2396E-08	33.294582	0	-1.37E-12	33.294582
9.99999	1.23807E-08	33.344589	0	-1.3E-12	33.344589
9.99999	1.23842E-08	33.394901	2E-07	-1.28E-12	33.394901
9.99999	1.24399E-08	33.446213	2E-07	-1.44E-12	33.446213
9.99999	1.24288E-08	33.496148	-1E-07	-1.62E-12	33.496148
9.99999	1.23982E-08	33.545885	1E-07	-1.36E-12	33.545885
9.99999	1.23779E-08	33.596018	0	-1.44E-12	33.596018
9.99999	1.23569E-08	33.645696	0	-1.31E-12	33.645696
9.99999	1.24114E-08	33.714106	0	-1.23E-12	33.714106
9.99999	1.24036E-08	33.74629	-1E-07	-1.63E-12	33.74629
9.99999	1.23684E-08	33.796441	1E-07	-1.41E-12	33.796441
9.99999	1.23526E-08	33.846515	-1E-07	-1.54E-12	33.846515
9.99999	1.24116E-08	33.896592	0	-1.56E-12	33.896592
9.99999	1.24637E-08	33.947254	1E-07	-1.67E-12	33.947254
9.99999	1.23752E-08	33.998448	2E-07	-1.53E-12	33.998448
9.99999	1.23718E-08	34.0496	-1E-07	-1.23E-12	34.0496
9.99999	1.24352E-08	34.100424	-1E-07	-1.47E-12	34.100424
9.99999	1.2411E-08	34.151047	-1E-07	-1.46E-12	34.151047
9.99999	1.23668E-08	34.245785	0	-1.41E-12	34.245785
9.99999	1.23477E-08	34.274766	-2E-07	-1.44E-12	34.274766
9.99999	1.23521E-08	34.302763	0	-1.63E-12	34.302763
9.99999	1.23756E-08	34.35152	0	-1.31E-12	34.35152
9.99999	1.22914E-08	34.401771	0	-1.73E-12	34.401771
9.99999	1.23189E-08	34.451534	0	-1.34E-12	34.451534
9.99999	1.23165E-08	34.501659	1E-07	-1.34E-12	34.501659
9.99999	1.23546E-08	34.551536	0	-1.39E-12	34.551536
9.99999	1.23164E-08	34.601528	0	-1.3E-12	34.601528
9.99999	1.22952E-08	34.652128	1E-07	-1.46E-12	34.652128
9.99999	1.21805E-08	34.730075	1E-07	-1.74E-12	34.730075
9.99999	1.23294E-08	34.758736	-2E-07	-1.48E-12	34.758736
9.99999	1.23451E-08	34.80235	1E-07	-1.77E-12	34.80235
9.99999	1.24021E-08	34.853557	2E-07	-1.66E-12	34.853557
9.99999	1.2239E-08	34.90329	0	-1.51E-12	34.90329
9.99999	1.23533E-08	34.954631	-1E-07	-1.55E-12	34.954631
9.99999	1.23418E-08	35.005749	1E-07	-1.44E-12	35.005749
