integration time 500,000 ms
average 10
laser operation power 2 mW continuous
wavelength nm vs intensity



1.973276062e+02,3.939942457e-03
1.975324097e+02,-7.900495257e-05
1.977372437e+02,5.794841330e-03
1.979420776e+02,1.198814251e-03
1.981469269e+02,7.660044939e-04
1.983517914e+02,2.538463334e-03
1.985566711e+02,-3.129282966e-03
1.987615662e+02,4.022382665e-03
1.989664612e+02,4.568547010e-04
1.991713867e+02,3.775062505e-03
1.993763123e+02,-2.181223594e-03
1.995812531e+02,-1.748413895e-03
1.997861938e+02,5.588741507e-03
1.999911652e+02,6.371920928e-03
2.001961517e+02,2.023213776e-03
2.004011383e+02,1.796503901e-03
2.006061401e+02,-1.047674334e-03
2.008111572e+02,4.455192015e-03
2.010161743e+02,1.404914074e-03
2.012212219e+02,3.527742811e-03
2.014262695e+02,2.893985622e-02
2.016313477e+02,7.319980301e-03
2.018364258e+02,7.690960076e-03
2.020415039e+02,1.054544351e-03
2.022466125e+02,8.896644576e-04
2.024517365e+02,6.619240623e-03
2.026568604e+02,-2.778913127e-03
2.028619995e+02,-3.778497558e-05
2.030671539e+02,4.949831869e-03
2.032723236e+02,3.094932996e-03
2.034774933e+02,5.691791419e-03
2.036826935e+02,1.199844759e-02
2.038878937e+02,2.167483559e-03
2.040931091e+02,1.281254226e-03
2.042983398e+02,8.082550019e-03
2.045035858e+02,2.301448549e-04
2.047088318e+02,4.042992368e-03
2.049141083e+02,-3.479652805e-03
2.051193848e+02,1.054544351e-03
2.053246765e+02,5.392946769e-04
2.055299835e+02,1.075154287e-03
2.057352905e+02,7.866144879e-04
2.059406281e+02,1.466744114e-03
2.061459656e+02,2.291143639e-03
2.063513184e+02,4.455192015e-03
2.065566864e+02,2.167483559e-03
2.067620697e+02,1.425524126e-03
2.069674683e+02,2.950663213e-03
2.071728668e+02,6.165821105e-03
2.073782806e+02,4.228482489e-03
2.075837097e+02,4.331532400e-03
2.077891541e+02,-1.665973919e-03
2.079946136e+02,6.722290535e-03
2.082000732e+02,8.721459657e-03
2.084055634e+02,4.702512175e-03
2.086110535e+02,9.154269472e-03
2.088165588e+02,1.477049082e-04
2.090220795e+02,9.092438966e-03
2.092276001e+02,3.259812947e-03
2.094331512e+02,5.671181250e-03
2.096387024e+02,1.284345705e-02
2.098442688e+02,2.497243462e-03
2.100498505e+02,2.559073269e-03
2.102554474e+02,3.775062505e-03
2.104610443e+02,4.568547010e-04
2.106666718e+02,-2.840743167e-03
2.108722992e+02,2.126263687e-03
2.110779419e+02,8.185599931e-03
2.112835999e+02,-5.530346534e-04
2.114892578e+02,1.054544351e-03
2.116949463e+02,3.136153100e-03
2.119006348e+02,3.744147543e-04
2.121063385e+02,1.260644174e-03
2.123120575e+02,5.568131339e-03
2.125177917e+02,1.187478751e-02
2.127235260e+02,-2.232748520e-04
2.129292908e+02,5.856671371e-03
2.131350555e+02,3.115542931e-03
2.133408356e+02,5.197151564e-03
2.135466309e+02,1.981993672e-03
2.137524261e+02,3.259812947e-03
2.139582520e+02,2.291143639e-03
2.141640778e+02,3.795672674e-03
2.143699188e+02,-1.686583972e-03
2.145757751e+02,5.197151564e-03
2.147816467e+02,6.474970840e-03
2.149875336e+02,5.403251387e-03
2.151934204e+02,6.578020751e-03
2.153993225e+02,4.599462263e-03
2.156052399e+02,8.072244818e-04
2.158111725e+02,2.806393197e-03
2.160171204e+02,6.835645763e-04
2.162230682e+02,8.185599931e-03
2.164290466e+02,2.208703663e-03
2.166350250e+02,6.516190711e-03
2.168410187e+02,1.590403961e-03
2.170470123e+02,1.837723888e-03
2.172530365e+02,1.222515758e-02
2.174590607e+02,6.763510872e-03
2.176651154e+02,1.080306806e-02
2.178711700e+02,-3.273552982e-03
2.180772247e+02,2.043823712e-03
2.182833099e+02,6.825340446e-03
2.184894104e+02,-5.530346534e-04
2.186955109e+02,2.538463334e-03
2.189016266e+02,-2.026648726e-04
2.191077576e+02,1.100916788e-02
2.193139038e+02,-1.604143996e-03
2.195200500e+02,-3.871242516e-03
2.197262115e+02,3.033103188e-03
2.199324036e+02,7.072660606e-03
2.201385956e+02,2.847613301e-03
2.203448029e+02,1.775893848e-03
2.205510101e+02,2.991883084e-03
2.207572479e+02,-1.995733706e-03
2.209634857e+02,2.703343285e-03
2.211697388e+02,6.619240623e-03
2.213760071e+02,3.074323060e-03
2.215822906e+02,7.093270309e-03
2.217885742e+02,5.011661910e-03
2.219948730e+02,1.487354049e-03
2.222012024e+02,2.435413422e-03
2.224075317e+02,4.929221701e-03
2.226138611e+02,3.950247483e-04
2.228202209e+02,6.227651145e-03
2.230265808e+02,2.620903309e-03
2.232329712e+02,5.856671371e-03
2.234393616e+02,2.785783261e-03
2.236457672e+02,7.196320221e-03
2.238521729e+02,-1.624753932e-03
2.240586090e+02,4.362447362e-04
2.242650452e+02,4.362447362e-04
2.244714966e+02,7.155100349e-03
2.246779633e+02,3.775062505e-03
2.248844452e+02,2.126263687e-03
2.250909424e+02,5.629961379e-03
2.252974396e+02,6.186431274e-03
2.255039520e+02,7.526080124e-03
2.257104797e+02,2.332363511e-03
2.259170227e+02,2.291143639e-03
2.261235809e+02,-1.913293730e-03
2.263301392e+02,5.176541861e-03
2.265367126e+02,6.454360671e-03
2.267433014e+02,2.332363511e-03
2.269499054e+02,2.085043583e-03
2.271565247e+02,6.835645763e-04
2.273631592e+02,-1.315604197e-03
2.275697937e+02,1.033934299e-03
2.277764435e+02,-1.233164221e-03
2.279831085e+02,5.197151564e-03
2.281897888e+02,7.660044939e-04
2.283964691e+02,-1.202249259e-04
2.286031799e+02,1.837723888e-03
2.288098907e+02,3.816282609e-03
2.290166168e+02,-3.067453159e-03
2.292233582e+02,1.734673860e-03
2.294301147e+02,2.146873623e-03
2.296368713e+02,5.959721282e-03
2.298436432e+02,6.495581008e-03
2.300504303e+02,8.690544637e-04
2.302572327e+02,2.950663213e-03
2.304640503e+02,4.578852095e-03
2.306708679e+02,-1.820548787e-04
2.308777161e+02,4.310922232e-03
2.310845642e+02,1.054544351e-03
2.312914276e+02,-1.212554285e-03
2.314983063e+02,-1.068284269e-03
2.317051849e+02,3.950247483e-04
2.319120941e+02,1.136984327e-03
2.321190033e+02,2.394193551e-03
2.323259277e+02,7.453945000e-04
2.325328674e+02,3.321642987e-03
2.327398071e+02,1.064849348e-04
2.329467773e+02,-1.439264044e-03
2.331537476e+02,8.639019914e-03
2.333607330e+02,4.620071966e-03
2.335677338e+02,8.896644576e-04
2.337747498e+02,1.082367823e-02
2.339817657e+02,4.042992368e-03
2.341888123e+02,1.796503901e-03
2.343958588e+02,3.362862859e-03
2.346029205e+02,3.486522706e-03
2.348099823e+02,4.455192015e-03
2.350170746e+02,-1.068284269e-03
2.352241669e+02,2.085043583e-03
2.354312897e+02,2.208703663e-03
2.356384125e+02,4.042992368e-03
2.358455353e+02,1.817113836e-03
2.360526886e+02,6.742900703e-03
2.362598419e+02,4.393362440e-03
2.364670258e+02,5.918501411e-03
2.366742096e+02,1.611014013e-03
2.368814087e+02,-1.624753932e-03
2.370886078e+02,4.166652448e-03
2.372958374e+02,2.723953221e-03
2.375030670e+02,-1.233164221e-03
2.377103119e+02,-2.438848460e-04
2.379175720e+02,-2.016343642e-03
2.381248474e+02,-1.006454346e-03
2.383321228e+02,1.889248815e-04
2.385394135e+02,5.815451499e-03
2.387467346e+02,4.156347422e-04
2.389540558e+02,4.146042280e-03
2.391613770e+02,4.991051741e-03
2.393687286e+02,9.721043753e-04
2.395760803e+02,3.775062505e-03
2.397834473e+02,-3.263248072e-04
2.399908295e+02,-7.591345347e-04
2.401982269e+02,2.208703663e-03
2.404056396e+02,2.208703663e-03
2.406130524e+02,6.722290535e-03
2.408204803e+02,4.980746889e-04
2.410279236e+02,6.866560783e-03
2.412353821e+02,3.156763036e-03
2.414428558e+02,1.198814251e-03
2.416503296e+02,2.373583382e-03
2.418578339e+02,4.455192015e-03
